"subject","age.group","condition","scene","target","timefromonset","timefromverb","timefromnoun","targetlook"
8,"Adults","control","fireplace1.png","painting",4600,3800,3200,1
8,"Adults","control","fireplace1.png","painting",4700,3900,3300,1
8,"Adults","control","fireplace1.png","painting",4800,4000,3400,1
8,"Adults","control","fireplace1.png","painting",4900,4100,3500,1
8,"Adults","control","fireplace1.png","painting",5000,4200,3600,1
8,"Adults","control","sink1.png","towels",-4100,-4900,-5400,0
8,"Adults","control","sink1.png","towels",-4000,-4800,-5300,0
8,"Adults","control","sink1.png","towels",-3900,-4700,-5200,0
8,"Adults","control","sink1.png","towels",-3800,-4600,-5100,0
8,"Adults","control","sink1.png","towels",-3700,-4500,-5000,0
8,"Adults","control","sink1.png","towels",-3600,-4400,-4900,0.78
8,"Adults","control","sink1.png","towels",-3500,-4300,-4800,1
8,"Adults","control","sink1.png","towels",-3400,-4200,-4700,1
8,"Adults","control","sink1.png","towels",-3300,-4100,-4600,1
8,"Adults","control","sink1.png","towels",-3200,-4000,-4500,1
8,"Adults","control","sink1.png","towels",-3100,-3900,-4400,0.8
8,"Adults","control","sink1.png","towels",-3000,-3800,-4300,0
8,"Adults","control","sink1.png","towels",-2900,-3700,-4200,0
8,"Adults","control","sink1.png","towels",-2800,-3600,-4100,0
8,"Adults","control","sink1.png","towels",-2700,-3500,-4000,0
8,"Adults","control","sink1.png","towels",-2600,-3400,-3900,0
8,"Adults","control","sink1.png","towels",-1500,-2300,-2800,0.208333333333333
8,"Adults","control","sink1.png","towels",-1400,-2200,-2700,1
8,"Adults","control","sink1.png","towels",-1300,-2100,-2600,1
8,"Adults","control","sink1.png","towels",-1200,-2000,-2500,1
8,"Adults","control","sink1.png","towels",-1100,-1900,-2400,1
8,"Adults","control","sink1.png","towels",-1000,-1800,-2300,1
8,"Adults","control","sink1.png","towels",-900,-1700,-2200,1
8,"Adults","control","sink1.png","towels",-800,-1600,-2100,1
8,"Adults","control","sink1.png","towels",-700,-1500,-2000,1
8,"Adults","control","sink1.png","towels",-600,-1400,-1900,1
8,"Adults","control","sink1.png","towels",-500,-1300,-1800,1
8,"Adults","control","sink1.png","towels",-400,-1200,-1700,1
8,"Adults","control","sink1.png","towels",-300,-1100,-1600,1
8,"Adults","control","sink1.png","towels",-200,-1000,-1500,1
8,"Adults","control","sink1.png","towels",-100,-900,-1400,1
8,"Adults","control","sink1.png","towels",0,-800,-1300,1
8,"Adults","control","sink1.png","towels",100,-700,-1200,1
8,"Adults","control","sink1.png","towels",200,-600,-1100,1
8,"Adults","control","sink1.png","towels",300,-500,-1000,1
8,"Adults","control","sink1.png","towels",400,-400,-900,1
8,"Adults","control","sink1.png","towels",500,-300,-800,1
8,"Adults","control","sink1.png","towels",600,-200,-700,0.94
8,"Adults","control","sink1.png","towels",700,-100,-600,0
8,"Adults","control","sink1.png","towels",800,0,-500,0
8,"Adults","control","sink1.png","towels",900,100,-400,0.7
8,"Adults","control","sink1.png","towels",1000,200,-300,1
8,"Adults","control","sink1.png","towels",1100,300,-200,1
8,"Adults","control","sink1.png","towels",1200,400,-100,1
8,"Adults","control","sink1.png","towels",1300,500,0,0.98
8,"Adults","control","sink1.png","towels",1400,600,100,0.28
8,"Adults","control","sink1.png","towels",1500,700,200,0.44
8,"Adults","control","sink1.png","towels",1600,800,300,0.44
8,"Adults","control","sink1.png","towels",1700,900,400,0
8,"Adults","control","sink1.png","towels",1800,1000,500,0
8,"Adults","control","sink1.png","towels",1900,1100,600,0
8,"Adults","control","sink1.png","towels",2000,1200,700,0
8,"Adults","control","sink1.png","towels",2100,1300,800,0
8,"Adults","control","sink1.png","towels",2200,1400,900,0.4
8,"Adults","control","sink1.png","towels",2300,1500,1000,1
8,"Adults","control","sink1.png","towels",2400,1600,1100,1
8,"Adults","control","sink1.png","towels",2500,1700,1200,1
8,"Adults","control","sink1.png","towels",2600,1800,1300,1
8,"Adults","control","sink1.png","towels",2700,1900,1400,1
8,"Adults","control","sink1.png","towels",2800,2000,1500,1
8,"Adults","control","sink1.png","towels",2900,2100,1600,1
8,"Adults","control","sink1.png","towels",3000,2200,1700,1
8,"Adults","control","sink1.png","towels",3100,2300,1800,0.923076923076923
8,"Adults","control","sink1.png","towels",3300,2500,2000,0.8
8,"Adults","control","sink1.png","towels",3400,2600,2100,1
8,"Adults","control","sink1.png","towels",3500,2700,2200,1
8,"Adults","control","sink1.png","towels",3600,2800,2300,1
8,"Adults","control","sink1.png","towels",3700,2900,2400,1
8,"Adults","control","sink1.png","towels",3800,3000,2500,1
8,"Adults","control","sink1.png","towels",3900,3100,2600,1
8,"Adults","control","sink1.png","towels",4000,3200,2700,1
8,"Adults","control","sink1.png","towels",4100,3300,2800,1
8,"Adults","control","sink1.png","towels",4200,3400,2900,1
8,"Adults","control","sink1.png","towels",4300,3500,3000,1
8,"Adults","control","sink1.png","towels",4400,3600,3100,1
8,"Adults","control","sink1.png","towels",4500,3700,3200,1
8,"Adults","control","sink1.png","towels",4600,3800,3300,1
8,"Adults","control","sink1.png","towels",4700,3900,3400,1
8,"Adults","control","sink1.png","towels",4800,4000,3500,1
8,"Adults","control","sink1.png","towels",4900,4100,3600,1
8,"Adults","control","sink1.png","towels",5000,4200,3700,1
8,"Adults","control","table1.png","flowers",-4100,-4800,-5500,0.955555555555556
8,"Adults","control","table1.png","flowers",-4000,-4700,-5400,1
8,"Adults","control","table1.png","flowers",-3900,-4600,-5300,1
8,"Adults","control","table1.png","flowers",-3800,-4500,-5200,1
8,"Adults","control","table1.png","flowers",-3700,-4400,-5100,1
8,"Adults","control","table1.png","flowers",-3600,-4300,-5000,1
8,"Adults","control","table1.png","flowers",-3500,-4200,-4900,0.64
8,"Adults","control","table1.png","flowers",-3400,-4100,-4800,0
8,"Adults","control","table1.png","flowers",-3300,-4000,-4700,0
8,"Adults","control","table1.png","flowers",-3200,-3900,-4600,0
8,"Adults","control","table1.png","flowers",-3100,-3800,-4500,0
8,"Adults","control","table1.png","flowers",-3000,-3700,-4400,0.8
8,"Adults","control","table1.png","flowers",-2900,-3600,-4300,1
8,"Adults","control","table1.png","flowers",-2800,-3500,-4200,1
8,"Adults","control","table1.png","flowers",-2700,-3400,-4100,1
8,"Adults","control","table1.png","flowers",-2600,-3300,-4000,1
8,"Adults","control","table1.png","flowers",-2500,-3200,-3900,1
8,"Adults","control","table1.png","flowers",-2400,-3100,-3800,1
8,"Adults","control","table1.png","flowers",-2300,-3000,-3700,1
8,"Adults","control","table1.png","flowers",-2200,-2900,-3600,1
8,"Adults","control","table1.png","flowers",-2100,-2800,-3500,0.16
8,"Adults","control","table1.png","flowers",-2000,-2700,-3400,0
8,"Adults","control","table1.png","flowers",-1900,-2600,-3300,0
8,"Adults","control","table1.png","flowers",-1800,-2500,-3200,0
8,"Adults","control","table1.png","flowers",-1700,-2400,-3100,0
8,"Adults","control","table1.png","flowers",-1600,-2300,-3000,0
8,"Adults","control","table1.png","flowers",-1500,-2200,-2900,0
8,"Adults","control","table1.png","flowers",-1400,-2100,-2800,0
8,"Adults","control","table1.png","flowers",-1300,-2000,-2700,0
8,"Adults","control","table1.png","flowers",-1200,-1900,-2600,0
8,"Adults","control","table1.png","flowers",-1100,-1800,-2500,0
8,"Adults","control","table1.png","flowers",-1000,-1700,-2400,0
8,"Adults","control","table1.png","flowers",-900,-1600,-2300,0
8,"Adults","control","table1.png","flowers",-800,-1500,-2200,0
8,"Adults","control","table1.png","flowers",-700,-1400,-2100,0
8,"Adults","control","table1.png","flowers",-600,-1300,-2000,0
8,"Adults","control","table1.png","flowers",-500,-1200,-1900,0
8,"Adults","control","table1.png","flowers",-400,-1100,-1800,0
8,"Adults","control","table1.png","flowers",-300,-1000,-1700,0
8,"Adults","control","table1.png","flowers",-200,-900,-1600,0
8,"Adults","control","table1.png","flowers",-100,-800,-1500,0.52
8,"Adults","control","table1.png","flowers",0,-700,-1400,1
8,"Adults","control","table1.png","flowers",100,-600,-1300,1
8,"Adults","control","table1.png","flowers",200,-500,-1200,1
8,"Adults","control","table1.png","flowers",300,-400,-1100,1
8,"Adults","control","table1.png","flowers",400,-300,-1000,1
8,"Adults","control","table1.png","flowers",500,-200,-900,0.46
8,"Adults","control","table1.png","flowers",600,-100,-800,0
8,"Adults","control","table1.png","flowers",700,0,-700,0
8,"Adults","control","table1.png","flowers",800,100,-600,0.3
8,"Adults","control","table1.png","flowers",900,200,-500,1
8,"Adults","control","table1.png","flowers",1000,300,-400,1
8,"Adults","control","table1.png","flowers",1100,400,-300,0.08
8,"Adults","control","table1.png","flowers",1200,500,-200,0
8,"Adults","control","table1.png","flowers",1300,600,-100,0
8,"Adults","control","table1.png","flowers",1400,700,0,0
8,"Adults","control","table1.png","flowers",1500,800,100,0
8,"Adults","control","table1.png","flowers",1600,900,200,0
8,"Adults","control","table1.png","flowers",1700,1000,300,0
8,"Adults","control","table1.png","flowers",1800,1100,400,0.54
8,"Adults","control","table1.png","flowers",1900,1200,500,1
8,"Adults","control","table1.png","flowers",2000,1300,600,1
8,"Adults","control","table1.png","flowers",2100,1400,700,1
8,"Adults","control","table1.png","flowers",2200,1500,800,1
8,"Adults","control","table1.png","flowers",2300,1600,900,1
8,"Adults","control","table1.png","flowers",2400,1700,1000,1
8,"Adults","control","table1.png","flowers",2500,1800,1100,1
8,"Adults","control","table1.png","flowers",2600,1900,1200,1
8,"Adults","control","table1.png","flowers",2700,2000,1300,1
8,"Adults","control","table1.png","flowers",2800,2100,1400,1
8,"Adults","control","table1.png","flowers",2900,2200,1500,1
8,"Adults","control","table1.png","flowers",3000,2300,1600,1
8,"Adults","control","table1.png","flowers",3100,2400,1700,1
8,"Adults","control","table1.png","flowers",3200,2500,1800,1
8,"Adults","control","table1.png","flowers",3300,2600,1900,1
8,"Adults","control","table1.png","flowers",3400,2700,2000,1
8,"Adults","control","table1.png","flowers",3500,2800,2100,1
8,"Adults","control","table1.png","flowers",3600,2900,2200,1
8,"Adults","control","table1.png","flowers",3700,3000,2300,1
8,"Adults","control","table1.png","flowers",3800,3100,2400,1
8,"Adults","control","table1.png","flowers",3900,3200,2500,1
8,"Adults","control","table1.png","flowers",4000,3300,2600,0.708333333333333
8,"Adults","control","table1.png","flowers",4100,3400,2700,0.277777777777778
8,"Adults","control","table1.png","flowers",4200,3500,2800,1
8,"Adults","control","table1.png","flowers",4300,3600,2900,1
8,"Adults","control","table1.png","flowers",4400,3700,3000,1
8,"Adults","control","table1.png","flowers",4500,3800,3100,1
8,"Adults","control","table1.png","flowers",4600,3900,3200,1
8,"Adults","control","table1.png","flowers",4700,4000,3300,1
8,"Adults","control","table1.png","flowers",4800,4100,3400,1
8,"Adults","control","table1.png","flowers",4900,4200,3500,1
8,"Adults","control","table1.png","flowers",5000,4300,3600,1
8,"Adults","critical","desk2.png","book",-4200,-5100,-5800,0
8,"Adults","critical","desk2.png","book",-4100,-5000,-5700,0
8,"Adults","critical","desk2.png","book",-4000,-4900,-5600,0
8,"Adults","critical","desk2.png","book",-3900,-4800,-5500,0
8,"Adults","critical","desk2.png","book",-3800,-4700,-5400,0.78
8,"Adults","critical","desk2.png","book",-3700,-4600,-5300,1
8,"Adults","critical","desk2.png","book",-3600,-4500,-5200,1
8,"Adults","critical","desk2.png","book",-3500,-4400,-5100,1
8,"Adults","critical","desk2.png","book",-3400,-4300,-5000,1
8,"Adults","critical","desk2.png","book",-3300,-4200,-4900,0.98
8,"Adults","critical","desk2.png","book",-3200,-4100,-4800,0
8,"Adults","critical","desk2.png","book",-3100,-4000,-4700,0
8,"Adults","critical","desk2.png","book",-3000,-3900,-4600,0
8,"Adults","critical","desk2.png","book",-2900,-3800,-4500,0
8,"Adults","critical","desk2.png","book",-2800,-3700,-4400,0
8,"Adults","critical","desk2.png","book",-2700,-3600,-4300,0.6
8,"Adults","critical","desk2.png","book",-2600,-3500,-4200,1
8,"Adults","critical","desk2.png","book",-2500,-3400,-4100,1
8,"Adults","critical","desk2.png","book",-2400,-3300,-4000,1
8,"Adults","critical","desk2.png","book",-2300,-3200,-3900,1
8,"Adults","critical","desk2.png","book",-2200,-3100,-3800,1
8,"Adults","critical","desk2.png","book",-2100,-3000,-3700,1
8,"Adults","critical","desk2.png","book",-2000,-2900,-3600,1
8,"Adults","critical","desk2.png","book",-1900,-2800,-3500,1
8,"Adults","critical","desk2.png","book",-1800,-2700,-3400,1
8,"Adults","critical","desk2.png","book",-1700,-2600,-3300,0.54
8,"Adults","critical","desk2.png","book",-1600,-2500,-3200,0
8,"Adults","critical","desk2.png","book",-1500,-2400,-3100,0
8,"Adults","critical","desk2.png","book",-1400,-2300,-3000,0
8,"Adults","critical","desk2.png","book",-500,-1400,-2100,0
8,"Adults","critical","desk2.png","book",-400,-1300,-2000,0
8,"Adults","critical","desk2.png","book",-300,-1200,-1900,0
8,"Adults","critical","desk2.png","book",-200,-1100,-1800,0
8,"Adults","critical","desk2.png","book",-100,-1000,-1700,0
8,"Adults","critical","desk2.png","book",0,-900,-1600,0
8,"Adults","critical","desk2.png","book",100,-800,-1500,0
8,"Adults","critical","desk2.png","book",200,-700,-1400,0
8,"Adults","critical","desk2.png","book",300,-600,-1300,0
8,"Adults","critical","desk2.png","book",400,-500,-1200,0
8,"Adults","critical","desk2.png","book",500,-400,-1100,0
8,"Adults","critical","desk2.png","book",600,-300,-1000,0
8,"Adults","critical","desk2.png","book",700,-200,-900,0
8,"Adults","critical","desk2.png","book",800,-100,-800,0.3
8,"Adults","critical","desk2.png","book",900,0,-700,1
8,"Adults","critical","desk2.png","book",1000,100,-600,1
8,"Adults","critical","desk2.png","book",1100,200,-500,1
8,"Adults","critical","desk2.png","book",1200,300,-400,1
8,"Adults","critical","desk2.png","book",1300,400,-300,1
8,"Adults","critical","desk2.png","book",1400,500,-200,1
8,"Adults","critical","desk2.png","book",1500,600,-100,1
8,"Adults","critical","desk2.png","book",1600,700,0,1
8,"Adults","critical","desk2.png","book",1700,800,100,1
8,"Adults","critical","desk2.png","book",1800,900,200,1
8,"Adults","critical","desk2.png","book",1900,1000,300,1
8,"Adults","critical","desk2.png","book",2000,1100,400,1
8,"Adults","critical","desk2.png","book",2100,1200,500,1
8,"Adults","critical","desk2.png","book",2200,1300,600,1
8,"Adults","critical","desk2.png","book",2300,1400,700,1
8,"Adults","critical","desk2.png","book",2400,1500,800,1
8,"Adults","critical","desk2.png","book",2500,1600,900,1
8,"Adults","critical","desk2.png","book",2600,1700,1000,1
8,"Adults","critical","desk2.png","book",2700,1800,1100,1
8,"Adults","critical","desk2.png","book",2800,1900,1200,1
8,"Adults","critical","desk2.png","book",2900,2000,1300,1
8,"Adults","critical","desk2.png","book",3000,2100,1400,1
8,"Adults","critical","desk2.png","book",3100,2200,1500,1
8,"Adults","critical","desk2.png","book",3200,2300,1600,1
8,"Adults","critical","desk2.png","book",3300,2400,1700,1
8,"Adults","critical","desk2.png","book",3400,2500,1800,1
8,"Adults","critical","desk2.png","book",3500,2600,1900,0.957446808510638
8,"Adults","critical","desk2.png","book",3700,2800,2100,0
8,"Adults","critical","desk2.png","book",3800,2900,2200,0.98
8,"Adults","critical","desk2.png","book",3900,3000,2300,1
8,"Adults","critical","desk2.png","book",4000,3100,2400,1
8,"Adults","critical","desk2.png","book",4100,3200,2500,1
8,"Adults","critical","desk2.png","book",4200,3300,2600,1
8,"Adults","critical","desk2.png","book",4300,3400,2700,1
8,"Adults","critical","desk2.png","book",4400,3500,2800,1
8,"Adults","critical","desk2.png","book",4500,3600,2900,1
8,"Adults","critical","desk2.png","book",4600,3700,3000,1
8,"Adults","critical","desk2.png","book",4700,3800,3100,1
8,"Adults","critical","desk2.png","book",4800,3900,3200,1
8,"Adults","critical","desk2.png","book",4900,4000,3300,1
8,"Adults","critical","desk2.png","book",5000,4100,3400,1
8,"Adults","critical","fireplace2.png","fire",-3800,-4600,-5300,0
8,"Adults","critical","fireplace2.png","fire",-3700,-4500,-5200,0
8,"Adults","critical","fireplace2.png","fire",-3600,-4400,-5100,0
8,"Adults","critical","fireplace2.png","fire",-3500,-4300,-5000,0
8,"Adults","critical","fireplace2.png","fire",-3400,-4200,-4900,0
8,"Adults","critical","fireplace2.png","fire",-3300,-4100,-4800,0.62
8,"Adults","critical","fireplace2.png","fire",-3200,-4000,-4700,1
8,"Adults","critical","fireplace2.png","fire",-3100,-3900,-4600,1
8,"Adults","critical","fireplace2.png","fire",-3000,-3800,-4500,1
8,"Adults","critical","fireplace2.png","fire",-2900,-3700,-4400,1
8,"Adults","critical","fireplace2.png","fire",-2800,-3600,-4300,1
8,"Adults","critical","fireplace2.png","fire",-2700,-3500,-4200,0.36
8,"Adults","critical","fireplace2.png","fire",-2600,-3400,-4100,0
8,"Adults","critical","fireplace2.png","fire",-2500,-3300,-4000,0
8,"Adults","critical","fireplace2.png","fire",-2400,-3200,-3900,0
8,"Adults","critical","fireplace2.png","fire",-2300,-3100,-3800,0
8,"Adults","critical","fireplace2.png","fire",-2200,-3000,-3700,0
8,"Adults","critical","fireplace2.png","fire",-2100,-2900,-3600,0
8,"Adults","critical","fireplace2.png","fire",-2000,-2800,-3500,0
8,"Adults","critical","fireplace2.png","fire",-1900,-2700,-3400,0
8,"Adults","critical","fireplace2.png","fire",-1800,-2600,-3300,0
8,"Adults","critical","fireplace2.png","fire",-1700,-2500,-3200,0
8,"Adults","critical","fireplace2.png","fire",-1600,-2400,-3100,0
8,"Adults","critical","fireplace2.png","fire",-1500,-2300,-3000,0
8,"Adults","critical","fireplace2.png","fire",-1400,-2200,-2900,0
8,"Adults","critical","fireplace2.png","fire",-1300,-2100,-2800,0
8,"Adults","critical","fireplace2.png","fire",-1200,-2000,-2700,0
8,"Adults","critical","fireplace2.png","fire",-1100,-1900,-2600,0.12
8,"Adults","critical","fireplace2.png","fire",-1000,-1800,-2500,0
8,"Adults","critical","fireplace2.png","fire",-900,-1700,-2400,0
8,"Adults","critical","fireplace2.png","fire",-800,-1600,-2300,0
8,"Adults","critical","fireplace2.png","fire",-700,-1500,-2200,0
8,"Adults","critical","fireplace2.png","fire",-600,-1400,-2100,0
8,"Adults","critical","fireplace2.png","fire",-300,-1100,-1800,0
8,"Adults","critical","fireplace2.png","fire",-200,-1000,-1700,0
8,"Adults","critical","fireplace2.png","fire",-100,-900,-1600,0
8,"Adults","critical","fireplace2.png","fire",0,-800,-1500,0.94
8,"Adults","critical","fireplace2.png","fire",100,-700,-1400,1
8,"Adults","critical","fireplace2.png","fire",200,-600,-1300,1
8,"Adults","critical","fireplace2.png","fire",300,-500,-1200,1
8,"Adults","critical","fireplace2.png","fire",400,-400,-1100,1
8,"Adults","critical","fireplace2.png","fire",500,-300,-1000,1
8,"Adults","critical","fireplace2.png","fire",600,-200,-900,1
8,"Adults","critical","fireplace2.png","fire",700,-100,-800,1
8,"Adults","critical","fireplace2.png","fire",800,0,-700,0.54
8,"Adults","critical","fireplace2.png","fire",900,100,-600,0
8,"Adults","critical","fireplace2.png","fire",1000,200,-500,0.52
8,"Adults","critical","fireplace2.png","fire",1100,300,-400,1
8,"Adults","critical","fireplace2.png","fire",1200,400,-300,1
8,"Adults","critical","fireplace2.png","fire",1300,500,-200,1
8,"Adults","critical","fireplace2.png","fire",1400,600,-100,1
8,"Adults","critical","fireplace2.png","fire",1500,700,0,1
8,"Adults","critical","fireplace2.png","fire",1600,800,100,0.64
8,"Adults","critical","fireplace2.png","fire",1700,900,200,0.58
8,"Adults","critical","fireplace2.png","fire",1800,1000,300,0.8
8,"Adults","critical","fireplace2.png","fire",1900,1100,400,1
8,"Adults","critical","fireplace2.png","fire",2000,1200,500,0.52
8,"Adults","critical","fireplace2.png","fire",2100,1300,600,0
8,"Adults","critical","fireplace2.png","fire",2200,1400,700,0
8,"Adults","critical","fireplace2.png","fire",2300,1500,800,0
8,"Adults","critical","fireplace2.png","fire",2400,1600,900,0.28
8,"Adults","critical","fireplace2.png","fire",2500,1700,1000,1
8,"Adults","critical","fireplace2.png","fire",2600,1800,1100,1
8,"Adults","critical","fireplace2.png","fire",2700,1900,1200,1
8,"Adults","critical","fireplace2.png","fire",2800,2000,1300,1
8,"Adults","critical","fireplace2.png","fire",2900,2100,1400,1
8,"Adults","critical","fireplace2.png","fire",3000,2200,1500,1
8,"Adults","critical","fireplace2.png","fire",3100,2300,1600,1
8,"Adults","critical","fireplace2.png","fire",3200,2400,1700,1
8,"Adults","critical","fireplace2.png","fire",3300,2500,1800,1
8,"Adults","critical","fireplace2.png","fire",3400,2600,1900,1
8,"Adults","critical","fireplace2.png","fire",3500,2700,2000,1
8,"Adults","critical","fireplace2.png","fire",3600,2800,2100,1
8,"Adults","critical","fireplace2.png","fire",3700,2900,2200,1
8,"Adults","critical","fireplace2.png","fire",3800,3000,2300,1
8,"Adults","critical","fireplace2.png","fire",3900,3100,2400,1
8,"Adults","critical","fireplace2.png","fire",4000,3200,2500,1
8,"Adults","critical","fireplace2.png","fire",4100,3300,2600,1
8,"Adults","critical","fireplace2.png","fire",4200,3400,2700,1
8,"Adults","critical","fireplace2.png","fire",4300,3500,2800,1
8,"Adults","critical","fireplace2.png","fire",4400,3600,2900,1
8,"Adults","critical","fireplace2.png","fire",4500,3700,3000,1
8,"Adults","critical","fireplace2.png","fire",4600,3800,3100,1
8,"Adults","critical","fireplace2.png","fire",4700,3900,3200,1
8,"Adults","critical","fireplace2.png","fire",4800,4000,3300,1
8,"Adults","critical","fireplace2.png","fire",4900,4100,3400,1
8,"Adults","critical","fireplace2.png","fire",5000,4200,3500,1
8,"Adults","critical","kitchen2.png","soup",-4200,-4900,-5600,1
8,"Adults","critical","kitchen2.png","soup",-4100,-4800,-5500,1
8,"Adults","critical","kitchen2.png","soup",-4000,-4700,-5400,1
8,"Adults","critical","kitchen2.png","soup",-3900,-4600,-5300,1
8,"Adults","critical","kitchen2.png","soup",-3800,-4500,-5200,1
8,"Adults","critical","kitchen2.png","soup",-3700,-4400,-5100,1
8,"Adults","critical","kitchen2.png","soup",-3600,-4300,-5000,1
8,"Adults","critical","kitchen2.png","soup",-3500,-4200,-4900,1
8,"Adults","critical","kitchen2.png","soup",-3400,-4100,-4800,1
8,"Adults","critical","kitchen2.png","soup",-3300,-4000,-4700,1
8,"Adults","critical","kitchen2.png","soup",-3200,-3900,-4600,1
8,"Adults","critical","kitchen2.png","soup",-3100,-3800,-4500,1
8,"Adults","critical","kitchen2.png","soup",-3000,-3700,-4400,0.4
8,"Adults","critical","kitchen2.png","soup",-2900,-3600,-4300,0
8,"Adults","critical","kitchen2.png","soup",-2800,-3500,-4200,0
8,"Adults","critical","kitchen2.png","soup",-2700,-3400,-4100,0
8,"Adults","critical","kitchen2.png","soup",-2600,-3300,-4000,0
8,"Adults","critical","kitchen2.png","soup",-2500,-3200,-3900,0
8,"Adults","critical","kitchen2.png","soup",-2400,-3100,-3800,0
8,"Adults","critical","kitchen2.png","soup",-2300,-3000,-3700,0
8,"Adults","critical","kitchen2.png","soup",-2200,-2900,-3600,0
8,"Adults","critical","kitchen2.png","soup",-2100,-2800,-3500,0
8,"Adults","critical","kitchen2.png","soup",-2000,-2700,-3400,0
8,"Adults","critical","kitchen2.png","soup",-1900,-2600,-3300,0
8,"Adults","critical","kitchen2.png","soup",-1800,-2500,-3200,0
8,"Adults","critical","kitchen2.png","soup",-1700,-2400,-3100,0
8,"Adults","critical","kitchen2.png","soup",-1300,-2000,-2700,0
8,"Adults","critical","kitchen2.png","soup",-1200,-1900,-2600,0
8,"Adults","critical","kitchen2.png","soup",-1100,-1800,-2500,0
8,"Adults","critical","kitchen2.png","soup",-1000,-1700,-2400,0
8,"Adults","critical","kitchen2.png","soup",-900,-1600,-2300,0
8,"Adults","critical","kitchen2.png","soup",-800,-1500,-2200,0
8,"Adults","critical","kitchen2.png","soup",-700,-1400,-2100,0
8,"Adults","critical","kitchen2.png","soup",-600,-1300,-2000,0.04
8,"Adults","critical","kitchen2.png","soup",-500,-1200,-1900,1
8,"Adults","critical","kitchen2.png","soup",-400,-1100,-1800,1
8,"Adults","critical","kitchen2.png","soup",-300,-1000,-1700,1
8,"Adults","critical","kitchen2.png","soup",-200,-900,-1600,1
8,"Adults","critical","kitchen2.png","soup",-100,-800,-1500,1
8,"Adults","critical","kitchen2.png","soup",0,-700,-1400,1
8,"Adults","critical","kitchen2.png","soup",100,-600,-1300,1
8,"Adults","critical","kitchen2.png","soup",200,-500,-1200,1
8,"Adults","critical","kitchen2.png","soup",300,-400,-1100,1
8,"Adults","critical","kitchen2.png","soup",400,-300,-1000,1
8,"Adults","critical","kitchen2.png","soup",500,-200,-900,1
8,"Adults","critical","kitchen2.png","soup",600,-100,-800,1
8,"Adults","critical","kitchen2.png","soup",700,0,-700,1
8,"Adults","critical","kitchen2.png","soup",800,100,-600,1
8,"Adults","critical","kitchen2.png","soup",900,200,-500,1
8,"Adults","critical","kitchen2.png","soup",1000,300,-400,1
8,"Adults","critical","kitchen2.png","soup",1100,400,-300,1
8,"Adults","critical","kitchen2.png","soup",1200,500,-200,1
8,"Adults","critical","kitchen2.png","soup",1300,600,-100,1
8,"Adults","critical","kitchen2.png","soup",1400,700,0,0.46
8,"Adults","critical","kitchen2.png","soup",1500,800,100,0
8,"Adults","critical","kitchen2.png","soup",1600,900,200,0
8,"Adults","critical","kitchen2.png","soup",1700,1000,300,0
8,"Adults","critical","kitchen2.png","soup",1800,1100,400,0
8,"Adults","critical","kitchen2.png","soup",1900,1200,500,0
8,"Adults","critical","kitchen2.png","soup",2000,1300,600,0
8,"Adults","critical","kitchen2.png","soup",2100,1400,700,0
8,"Adults","critical","kitchen2.png","soup",2200,1500,800,0
8,"Adults","critical","kitchen2.png","soup",2300,1600,900,0
8,"Adults","critical","kitchen2.png","soup",2400,1700,1000,0
8,"Adults","critical","kitchen2.png","soup",2500,1800,1100,0.8
8,"Adults","critical","kitchen2.png","soup",2600,1900,1200,1
8,"Adults","critical","kitchen2.png","soup",2700,2000,1300,1
8,"Adults","critical","kitchen2.png","soup",2800,2100,1400,1
8,"Adults","critical","kitchen2.png","soup",2900,2200,1500,1
8,"Adults","critical","kitchen2.png","soup",3000,2300,1600,1
8,"Adults","critical","kitchen2.png","soup",3100,2400,1700,1
8,"Adults","critical","kitchen2.png","soup",3200,2500,1800,1
8,"Adults","critical","kitchen2.png","soup",3300,2600,1900,1
8,"Adults","critical","kitchen2.png","soup",3400,2700,2000,1
8,"Adults","critical","kitchen2.png","soup",3500,2800,2100,1
8,"Adults","critical","kitchen2.png","soup",3600,2900,2200,1
8,"Adults","critical","kitchen2.png","soup",3700,3000,2300,1
8,"Adults","critical","kitchen2.png","soup",3800,3100,2400,1
8,"Adults","critical","kitchen2.png","soup",3900,3200,2500,1
8,"Adults","critical","kitchen2.png","soup",4000,3300,2600,1
8,"Adults","critical","kitchen2.png","soup",4100,3400,2700,1
8,"Adults","critical","kitchen2.png","soup",4200,3500,2800,1
8,"Adults","critical","kitchen2.png","soup",4300,3600,2900,1
8,"Adults","critical","kitchen2.png","soup",4400,3700,3000,1
8,"Adults","critical","kitchen2.png","soup",4500,3800,3100,1
8,"Adults","critical","kitchen2.png","soup",4600,3900,3200,1
8,"Adults","critical","kitchen2.png","soup",4700,4000,3300,1
8,"Adults","critical","kitchen2.png","soup",4800,4100,3400,1
8,"Adults","critical","kitchen2.png","soup",4900,4200,3500,1
8,"Adults","critical","kitchen2.png","soup",5000,4300,3600,1
8,"Adults","critical","sink2.png","dishes",-4100,-4700,-5400,0
8,"Adults","critical","sink2.png","dishes",-4000,-4600,-5300,0
8,"Adults","critical","sink2.png","dishes",-3900,-4500,-5200,0
8,"Adults","critical","sink2.png","dishes",-3800,-4400,-5100,0
8,"Adults","critical","sink2.png","dishes",-3700,-4300,-5000,0
