"subject","age.group","condition","scene","target","timefromonset","timefromverb","timefromnoun","targetlook"
1,"Adults","control","counter1.png","juice",-4200,-5000,-6400,1
1,"Adults","control","counter1.png","juice",-4100,-4900,-6300,1
1,"Adults","control","counter1.png","juice",-4000,-4800,-6200,1
1,"Adults","control","counter1.png","juice",-3900,-4700,-6100,1
1,"Adults","control","counter1.png","juice",-3800,-4600,-6000,1
1,"Adults","control","counter1.png","juice",-3700,-4500,-5900,0.26
1,"Adults","control","counter1.png","juice",-3600,-4400,-5800,0
1,"Adults","control","counter1.png","juice",-3500,-4300,-5700,0
1,"Adults","control","counter1.png","juice",-3400,-4200,-5600,0
1,"Adults","control","counter1.png","juice",-3300,-4100,-5500,0
1,"Adults","control","counter1.png","juice",-3200,-4000,-5400,0
1,"Adults","control","counter1.png","juice",-3100,-3900,-5300,0
1,"Adults","control","counter1.png","juice",-3000,-3800,-5200,0
1,"Adults","control","counter1.png","juice",-2900,-3700,-5100,0
1,"Adults","control","counter1.png","juice",-2800,-3600,-5000,0.46
1,"Adults","control","counter1.png","juice",-2700,-3500,-4900,1
1,"Adults","control","counter1.png","juice",-2600,-3400,-4800,1
1,"Adults","control","counter1.png","juice",-2500,-3300,-4700,1
1,"Adults","control","counter1.png","juice",-2400,-3200,-4600,1
1,"Adults","control","counter1.png","juice",-2300,-3100,-4500,1
1,"Adults","control","counter1.png","juice",-2200,-3000,-4400,0.931034482758621
1,"Adults","control","counter1.png","juice",-2100,-2900,-4300,0.90625
1,"Adults","control","counter1.png","juice",-2000,-2800,-4200,1
1,"Adults","control","counter1.png","juice",-1900,-2700,-4100,1
1,"Adults","control","counter1.png","juice",-1800,-2600,-4000,1
1,"Adults","control","counter1.png","juice",-1700,-2500,-3900,1
1,"Adults","control","counter1.png","juice",-1600,-2400,-3800,1
1,"Adults","control","counter1.png","juice",-1500,-2300,-3700,1
1,"Adults","control","counter1.png","juice",-1400,-2200,-3600,1
1,"Adults","control","counter1.png","juice",-1300,-2100,-3500,0.28
1,"Adults","control","counter1.png","juice",-1200,-2000,-3400,0
1,"Adults","control","counter1.png","juice",-1100,-1900,-3300,0
1,"Adults","control","counter1.png","juice",-1000,-1800,-3200,0
1,"Adults","control","counter1.png","juice",-900,-1700,-3100,0
1,"Adults","control","counter1.png","juice",-800,-1600,-3000,0
1,"Adults","control","counter1.png","juice",-700,-1500,-2900,0
1,"Adults","control","counter1.png","juice",-600,-1400,-2800,0
1,"Adults","control","counter1.png","juice",-500,-1300,-2700,0
1,"Adults","control","counter1.png","juice",-400,-1200,-2600,0
1,"Adults","control","counter1.png","juice",-300,-1100,-2500,0
1,"Adults","control","counter1.png","juice",-200,-1000,-2400,0
1,"Adults","control","counter1.png","juice",-100,-900,-2300,0
1,"Adults","control","counter1.png","juice",0,-800,-2200,0
1,"Adults","control","counter1.png","juice",100,-700,-2100,0
1,"Adults","control","counter1.png","juice",200,-600,-2000,0
1,"Adults","control","counter1.png","juice",300,-500,-1900,0
1,"Adults","control","counter1.png","juice",400,-400,-1800,0
1,"Adults","control","counter1.png","juice",500,-300,-1700,0
1,"Adults","control","counter1.png","juice",600,-200,-1600,0
1,"Adults","control","counter1.png","juice",700,-100,-1500,0
1,"Adults","control","counter1.png","juice",800,0,-1400,0
1,"Adults","control","counter1.png","juice",900,100,-1300,0
1,"Adults","control","counter1.png","juice",1000,200,-1200,0
1,"Adults","control","counter1.png","juice",1100,300,-1100,0
1,"Adults","control","counter1.png","juice",1200,400,-1000,0
1,"Adults","control","counter1.png","juice",1300,500,-900,0
1,"Adults","control","counter1.png","juice",1400,600,-800,0
1,"Adults","control","counter1.png","juice",1500,700,-700,0
1,"Adults","control","counter1.png","juice",1600,800,-600,0
1,"Adults","control","counter1.png","juice",1700,900,-500,0
1,"Adults","control","counter1.png","juice",1800,1000,-400,0
1,"Adults","control","counter1.png","juice",1900,1100,-300,0.08
1,"Adults","control","counter1.png","juice",2000,1200,-200,0.04
1,"Adults","control","counter1.png","juice",2100,1300,-100,0
1,"Adults","control","counter1.png","juice",2200,1400,0,0
1,"Adults","control","counter1.png","juice",2300,1500,100,0
1,"Adults","control","counter1.png","juice",2400,1600,200,0
1,"Adults","control","counter1.png","juice",2500,1700,300,0.9
1,"Adults","control","counter1.png","juice",2600,1800,400,1
1,"Adults","control","counter1.png","juice",2700,1900,500,1
1,"Adults","control","counter1.png","juice",2800,2000,600,1
1,"Adults","control","counter1.png","juice",2900,2100,700,1
1,"Adults","control","counter1.png","juice",3000,2200,800,1
1,"Adults","control","counter1.png","juice",3100,2300,900,1
1,"Adults","control","counter1.png","juice",3200,2400,1000,1
1,"Adults","control","counter1.png","juice",3300,2500,1100,1
1,"Adults","control","counter1.png","juice",3400,2600,1200,1
1,"Adults","control","counter1.png","juice",3500,2700,1300,1
1,"Adults","control","counter1.png","juice",3600,2800,1400,1
1,"Adults","control","counter1.png","juice",3700,2900,1500,1
1,"Adults","control","counter1.png","juice",3800,3000,1600,1
1,"Adults","control","counter1.png","juice",3900,3100,1700,1
1,"Adults","control","counter1.png","juice",4000,3200,1800,1
1,"Adults","control","counter1.png","juice",4100,3300,1900,1
1,"Adults","control","counter1.png","juice",4200,3400,2000,1
1,"Adults","control","counter1.png","juice",4300,3500,2100,0.82
1,"Adults","control","counter1.png","juice",4400,3600,2200,0
1,"Adults","control","counter1.png","juice",4500,3700,2300,0.14
1,"Adults","control","counter1.png","juice",4600,3800,2400,1
1,"Adults","control","counter1.png","juice",4700,3900,2500,1
1,"Adults","control","counter1.png","juice",4800,4000,2600,1
1,"Adults","control","counter1.png","juice",4900,4100,2700,1
1,"Adults","control","counter1.png","juice",5000,4200,2800,1
1,"Adults","control","desk1.png","book",-4100,-5000,-5700,1
1,"Adults","control","desk1.png","book",-4000,-4900,-5600,0.914285714285714
1,"Adults","control","desk1.png","book",-3900,-4800,-5500,0.897435897435897
1,"Adults","control","desk1.png","book",-3800,-4700,-5400,1
1,"Adults","control","desk1.png","book",-3700,-4600,-5300,0.42
1,"Adults","control","desk1.png","book",-3600,-4500,-5200,0
1,"Adults","control","desk1.png","book",-3500,-4400,-5100,0
1,"Adults","control","desk1.png","book",-3400,-4300,-5000,0
1,"Adults","control","desk1.png","book",-3300,-4200,-4900,0
1,"Adults","control","desk1.png","book",-3200,-4100,-4800,0
1,"Adults","control","desk1.png","book",-3100,-4000,-4700,0.96
1,"Adults","control","desk1.png","book",-3000,-3900,-4600,1
1,"Adults","control","desk1.png","book",-2900,-3800,-4500,1
1,"Adults","control","desk1.png","book",-2800,-3700,-4400,1
1,"Adults","control","desk1.png","book",-2700,-3600,-4300,1
1,"Adults","control","desk1.png","book",-2600,-3500,-4200,1
1,"Adults","control","desk1.png","book",-2500,-3400,-4100,1
1,"Adults","control","desk1.png","book",-2400,-3300,-4000,1
1,"Adults","control","desk1.png","book",-2300,-3200,-3900,1
1,"Adults","control","desk1.png","book",-2200,-3100,-3800,1
1,"Adults","control","desk1.png","book",-2100,-3000,-3700,1
1,"Adults","control","desk1.png","book",-2000,-2900,-3600,1
1,"Adults","control","desk1.png","book",-1900,-2800,-3500,1
1,"Adults","control","desk1.png","book",-1800,-2700,-3400,0.46
1,"Adults","control","desk1.png","book",-1700,-2600,-3300,0
1,"Adults","control","desk1.png","book",-1600,-2500,-3200,0
1,"Adults","control","desk1.png","book",-1500,-2400,-3100,0
1,"Adults","control","desk1.png","book",-1400,-2300,-3000,0
1,"Adults","control","desk1.png","book",-1000,-1900,-2600,0
1,"Adults","control","desk1.png","book",-900,-1800,-2500,0
1,"Adults","control","desk1.png","book",-800,-1700,-2400,0
1,"Adults","control","desk1.png","book",-700,-1600,-2300,0.8
1,"Adults","control","desk1.png","book",-600,-1500,-2200,1
1,"Adults","control","desk1.png","book",-500,-1400,-2100,1
1,"Adults","control","desk1.png","book",-400,-1300,-2000,1
1,"Adults","control","desk1.png","book",-300,-1200,-1900,1
1,"Adults","control","desk1.png","book",-200,-1100,-1800,1
1,"Adults","control","desk1.png","book",-100,-1000,-1700,1
1,"Adults","control","desk1.png","book",0,-900,-1600,1
1,"Adults","control","desk1.png","book",100,-800,-1500,1
1,"Adults","control","desk1.png","book",200,-700,-1400,1
1,"Adults","control","desk1.png","book",300,-600,-1300,0.82
1,"Adults","control","desk1.png","book",400,-500,-1200,1
1,"Adults","control","desk1.png","book",500,-400,-1100,0.18
1,"Adults","control","desk1.png","book",600,-300,-1000,0
1,"Adults","control","desk1.png","book",700,-200,-900,0
1,"Adults","control","desk1.png","book",800,-100,-800,0
1,"Adults","control","desk1.png","book",900,0,-700,0
1,"Adults","control","desk1.png","book",1000,100,-600,0
1,"Adults","control","desk1.png","book",1100,200,-500,0
1,"Adults","control","desk1.png","book",1200,300,-400,0
1,"Adults","control","desk1.png","book",1300,400,-300,0
1,"Adults","control","desk1.png","book",1400,500,-200,0
1,"Adults","control","desk1.png","book",1500,600,-100,0
1,"Adults","control","desk1.png","book",1600,700,0,0
1,"Adults","control","desk1.png","book",1700,800,100,0
1,"Adults","control","desk1.png","book",1800,900,200,0
1,"Adults","control","desk1.png","book",1900,1000,300,0
1,"Adults","control","desk1.png","book",2000,1100,400,0.98
1,"Adults","control","desk1.png","book",2100,1200,500,1
1,"Adults","control","desk1.png","book",2200,1300,600,1
1,"Adults","control","desk1.png","book",2300,1400,700,1
1,"Adults","control","desk1.png","book",2400,1500,800,1
1,"Adults","control","desk1.png","book",2500,1600,900,1
1,"Adults","control","desk1.png","book",2600,1700,1000,1
1,"Adults","control","desk1.png","book",2700,1800,1100,1
1,"Adults","control","desk1.png","book",2800,1900,1200,1
1,"Adults","control","desk1.png","book",2900,2000,1300,1
1,"Adults","control","desk1.png","book",3000,2100,1400,1
1,"Adults","control","desk1.png","book",3100,2200,1500,1
1,"Adults","control","desk1.png","book",3200,2300,1600,1
1,"Adults","control","desk1.png","book",3300,2400,1700,1
1,"Adults","control","desk1.png","book",3400,2500,1800,1
1,"Adults","control","desk1.png","book",3500,2600,1900,1
1,"Adults","control","desk1.png","book",3600,2700,2000,1
1,"Adults","control","desk1.png","book",3700,2800,2100,1
1,"Adults","control","desk1.png","book",3800,2900,2200,1
1,"Adults","control","desk1.png","book",3900,3000,2300,1
1,"Adults","control","desk1.png","book",4000,3100,2400,1
1,"Adults","control","desk1.png","book",4100,3200,2500,1
1,"Adults","control","desk1.png","book",4200,3300,2600,1
1,"Adults","control","desk1.png","book",4300,3400,2700,1
1,"Adults","control","desk1.png","book",4400,3500,2800,1
1,"Adults","control","desk1.png","book",4500,3600,2900,1
1,"Adults","control","desk1.png","book",4600,3700,3000,1
1,"Adults","control","desk1.png","book",4700,3800,3100,1
1,"Adults","control","desk1.png","book",4800,3900,3200,1
1,"Adults","control","desk1.png","book",4900,4000,3300,1
1,"Adults","control","desk1.png","book",5000,4100,3400,1
1,"Adults","control","fireplace1.png","fire",-4200,-5000,-5800,1
1,"Adults","control","fireplace1.png","fire",-4100,-4900,-5700,1
1,"Adults","control","fireplace1.png","fire",-4000,-4800,-5600,0.76
1,"Adults","control","fireplace1.png","fire",-3900,-4700,-5500,0.48
1,"Adults","control","fireplace1.png","fire",-3800,-4600,-5400,0
1,"Adults","control","fireplace1.png","fire",-3700,-4500,-5300,0
1,"Adults","control","fireplace1.png","fire",-3600,-4400,-5200,0
1,"Adults","control","fireplace1.png","fire",-3500,-4300,-5100,0
1,"Adults","control","fireplace1.png","fire",-3400,-4200,-5000,0
1,"Adults","control","fireplace1.png","fire",-3300,-4100,-4900,0
1,"Adults","control","fireplace1.png","fire",-3200,-4000,-4800,0
1,"Adults","control","fireplace1.png","fire",-3100,-3900,-4700,0
1,"Adults","control","fireplace1.png","fire",-3000,-3800,-4600,0
1,"Adults","control","fireplace1.png","fire",-2900,-3700,-4500,0
1,"Adults","control","fireplace1.png","fire",-2800,-3600,-4400,0.2
1,"Adults","control","fireplace1.png","fire",-2700,-3500,-4300,0
1,"Adults","control","fireplace1.png","fire",-2600,-3400,-4200,0
1,"Adults","control","fireplace1.png","fire",-2500,-3300,-4100,0
1,"Adults","control","fireplace1.png","fire",-2200,-3000,-3800,0
1,"Adults","control","fireplace1.png","fire",-2100,-2900,-3700,0
1,"Adults","control","fireplace1.png","fire",-2000,-2800,-3600,0
1,"Adults","control","fireplace1.png","fire",-1900,-2700,-3500,0
1,"Adults","control","fireplace1.png","fire",-1700,-2500,-3300,0.3
1,"Adults","control","fireplace1.png","fire",-1600,-2400,-3200,0
1,"Adults","control","fireplace1.png","fire",-1500,-2300,-3100,0
1,"Adults","control","fireplace1.png","fire",-1400,-2200,-3000,0.92
1,"Adults","control","fireplace1.png","fire",-1300,-2100,-2900,1
1,"Adults","control","fireplace1.png","fire",-1200,-2000,-2800,1
1,"Adults","control","fireplace1.png","fire",-1100,-1900,-2700,1
1,"Adults","control","fireplace1.png","fire",-1000,-1800,-2600,1
1,"Adults","control","fireplace1.png","fire",-900,-1700,-2500,0.6
1,"Adults","control","fireplace1.png","fire",-800,-1600,-2400,0.3
1,"Adults","control","fireplace1.png","fire",-700,-1500,-2300,0
1,"Adults","control","fireplace1.png","fire",-600,-1400,-2200,0
1,"Adults","control","fireplace1.png","fire",-500,-1300,-2100,0
1,"Adults","control","fireplace1.png","fire",-400,-1200,-2000,0.48
1,"Adults","control","fireplace1.png","fire",-300,-1100,-1900,0
1,"Adults","control","fireplace1.png","fire",-200,-1000,-1800,0
1,"Adults","control","fireplace1.png","fire",-100,-900,-1700,0
1,"Adults","control","fireplace1.png","fire",0,-800,-1600,0
1,"Adults","control","fireplace1.png","fire",100,-700,-1500,0
1,"Adults","control","fireplace1.png","fire",200,-600,-1400,0
1,"Adults","control","fireplace1.png","fire",700,-100,-900,0
1,"Adults","control","fireplace1.png","fire",800,0,-800,0
1,"Adults","control","fireplace1.png","fire",900,100,-700,0
1,"Adults","control","fireplace1.png","fire",1000,200,-600,0
1,"Adults","control","fireplace1.png","fire",1100,300,-500,0
1,"Adults","control","fireplace1.png","fire",1200,400,-400,1
1,"Adults","control","fireplace1.png","fire",1300,500,-300,1
1,"Adults","control","fireplace1.png","fire",1400,600,-200,0.84
1,"Adults","control","fireplace1.png","fire",1500,700,-100,0.02
1,"Adults","control","fireplace1.png","fire",1600,800,0,0.129032258064516
1,"Adults","control","fireplace1.png","fire",1800,1000,200,0
1,"Adults","control","fireplace1.png","fire",1900,1100,300,0
1,"Adults","control","fireplace1.png","fire",2000,1200,400,0.68
1,"Adults","control","fireplace1.png","fire",2100,1300,500,1
1,"Adults","control","fireplace1.png","fire",2200,1400,600,1
1,"Adults","control","fireplace1.png","fire",2300,1500,700,1
1,"Adults","control","fireplace1.png","fire",2400,1600,800,1
1,"Adults","control","fireplace1.png","fire",2500,1700,900,1
1,"Adults","control","fireplace1.png","fire",2600,1800,1000,1
1,"Adults","control","fireplace1.png","fire",2700,1900,1100,1
1,"Adults","control","fireplace1.png","fire",2800,2000,1200,1
1,"Adults","control","fireplace1.png","fire",2900,2100,1300,1
1,"Adults","control","fireplace1.png","fire",3000,2200,1400,1
1,"Adults","control","fireplace1.png","fire",3100,2300,1500,1
1,"Adults","control","fireplace1.png","fire",3200,2400,1600,1
1,"Adults","control","fireplace1.png","fire",3300,2500,1700,1
1,"Adults","control","fireplace1.png","fire",3400,2600,1800,1
1,"Adults","control","fireplace1.png","fire",3500,2700,1900,1
1,"Adults","control","fireplace1.png","fire",3600,2800,2000,1
1,"Adults","control","fireplace1.png","fire",3700,2900,2100,1
1,"Adults","control","fireplace1.png","fire",3800,3000,2200,1
1,"Adults","control","fireplace1.png","fire",3900,3100,2300,1
1,"Adults","control","fireplace1.png","fire",4000,3200,2400,1
1,"Adults","control","fireplace1.png","fire",4100,3300,2500,1
1,"Adults","control","fireplace1.png","fire",4200,3400,2600,1
1,"Adults","control","fireplace1.png","fire",4300,3500,2700,0.933333333333333
1,"Adults","control","fireplace1.png","fire",4400,3600,2800,0.948717948717949
1,"Adults","control","fireplace1.png","fire",4500,3700,2900,1
1,"Adults","control","fireplace1.png","fire",4600,3800,3000,1
1,"Adults","control","fireplace1.png","fire",4700,3900,3100,1
1,"Adults","control","fireplace1.png","fire",4800,4000,3200,1
1,"Adults","control","fireplace1.png","fire",4900,4100,3300,1
1,"Adults","control","fireplace1.png","fire",5000,4200,3400,1
1,"Adults","control","kitchen1.png","soup",-4100,-4800,-5400,1
1,"Adults","control","kitchen1.png","soup",-4000,-4700,-5300,1
1,"Adults","control","kitchen1.png","soup",-3900,-4600,-5200,1
1,"Adults","control","kitchen1.png","soup",-3800,-4500,-5100,1
1,"Adults","control","kitchen1.png","soup",-3700,-4400,-5000,1
1,"Adults","control","kitchen1.png","soup",-3600,-4300,-4900,1
1,"Adults","control","kitchen1.png","soup",-3500,-4200,-4800,1
1,"Adults","control","kitchen1.png","soup",-3400,-4100,-4700,1
1,"Adults","control","kitchen1.png","soup",-3300,-4000,-4600,1
1,"Adults","control","kitchen1.png","soup",-3200,-3900,-4500,1
1,"Adults","control","kitchen1.png","soup",-3100,-3800,-4400,0.918918918918919
1,"Adults","control","kitchen1.png","soup",-3000,-3700,-4300,0.769230769230769
1,"Adults","control","kitchen1.png","soup",-2900,-3600,-4200,1
1,"Adults","control","kitchen1.png","soup",-2800,-3500,-4100,1
1,"Adults","control","kitchen1.png","soup",-2700,-3400,-4000,1
1,"Adults","control","kitchen1.png","soup",-2600,-3300,-3900,1
1,"Adults","control","kitchen1.png","soup",-2500,-3200,-3800,1
1,"Adults","control","kitchen1.png","soup",-2400,-3100,-3700,1
1,"Adults","control","kitchen1.png","soup",-2300,-3000,-3600,1
1,"Adults","control","kitchen1.png","soup",-2200,-2900,-3500,1
1,"Adults","control","kitchen1.png","soup",-2100,-2800,-3400,1
1,"Adults","control","kitchen1.png","soup",-2000,-2700,-3300,1
1,"Adults","control","kitchen1.png","soup",-1900,-2600,-3200,1
1,"Adults","control","kitchen1.png","soup",-1800,-2500,-3100,1
1,"Adults","control","kitchen1.png","soup",-1700,-2400,-3000,1
1,"Adults","control","kitchen1.png","soup",-1600,-2300,-2900,1
1,"Adults","control","kitchen1.png","soup",-1500,-2200,-2800,1
1,"Adults","control","kitchen1.png","soup",-1400,-2100,-2700,1
1,"Adults","control","kitchen1.png","soup",-1300,-2000,-2600,1
1,"Adults","control","kitchen1.png","soup",-1200,-1900,-2500,1
1,"Adults","control","kitchen1.png","soup",-1100,-1800,-2400,1
1,"Adults","control","kitchen1.png","soup",-1000,-1700,-2300,1
1,"Adults","control","kitchen1.png","soup",-900,-1600,-2200,1
1,"Adults","control","kitchen1.png","soup",-800,-1500,-2100,1
1,"Adults","control","kitchen1.png","soup",-700,-1400,-2000,1
1,"Adults","control","kitchen1.png","soup",-600,-1300,-1900,1
1,"Adults","control","kitchen1.png","soup",-500,-1200,-1800,1
1,"Adults","control","kitchen1.png","soup",-400,-1100,-1700,1
1,"Adults","control","kitchen1.png","soup",-300,-1000,-1600,1
1,"Adults","control","kitchen1.png","soup",-200,-900,-1500,1
1,"Adults","control","kitchen1.png","soup",-100,-800,-1400,1
1,"Adults","control","kitchen1.png","soup",0,-700,-1300,1
1,"Adults","control","kitchen1.png","soup",100,-600,-1200,1
1,"Adults","control","kitchen1.png","soup",200,-500,-1100,1
1,"Adults","control","kitchen1.png","soup",300,-400,-1000,1
1,"Adults","control","kitchen1.png","soup",400,-300,-900,1
1,"Adults","control","kitchen1.png","soup",500,-200,-800,1
1,"Adults","control","kitchen1.png","soup",600,-100,-700,1
1,"Adults","control","kitchen1.png","soup",700,0,-600,1
1,"Adults","control","kitchen1.png","soup",800,100,-500,1
1,"Adults","control","kitchen1.png","soup",900,200,-400,1
1,"Adults","control","kitchen1.png","soup",1000,300,-300,1
1,"Adults","control","kitchen1.png","soup",1100,400,-200,1
1,"Adults","control","kitchen1.png","soup",1200,500,-100,1
1,"Adults","control","kitchen1.png","soup",1300,600,0,1
1,"Adults","control","kitchen1.png","soup",1400,700,100,1
1,"Adults","control","kitchen1.png","soup",1500,800,200,1
1,"Adults","control","kitchen1.png","soup",1600,900,300,1
1,"Adults","control","kitchen1.png","soup",1700,1000,400,1
1,"Adults","control","kitchen1.png","soup",1800,1100,500,1
1,"Adults","control","kitchen1.png","soup",1900,1200,600,1
1,"Adults","control","kitchen1.png","soup",2000,1300,700,1
1,"Adults","control","kitchen1.png","soup",2100,1400,800,1
1,"Adults","control","kitchen1.png","soup",2200,1500,900,1
1,"Adults","control","kitchen1.png","soup",2300,1600,1000,1
1,"Adults","control","kitchen1.png","soup",2400,1700,1100,1
1,"Adults","control","kitchen1.png","soup",2500,1800,1200,1
1,"Adults","control","kitchen1.png","soup",2600,1900,1300,1
1,"Adults","control","kitchen1.png","soup",2700,2000,1400,1
1,"Adults","control","kitchen1.png","soup",2800,2100,1500,1
1,"Adults","control","kitchen1.png","soup",2900,2200,1600,1
1,"Adults","control","kitchen1.png","soup",3000,2300,1700,1
1,"Adults","control","kitchen1.png","soup",3100,2400,1800,1
1,"Adults","control","kitchen1.png","soup",3200,2500,1900,1
1,"Adults","control","kitchen1.png","soup",3300,2600,2000,1
1,"Adults","control","kitchen1.png","soup",3400,2700,2100,1
1,"Adults","control","kitchen1.png","soup",3500,2800,2200,0.222222222222222
1,"Adults","control","kitchen1.png","soup",3600,2900,2300,0.9
1,"Adults","control","kitchen1.png","soup",3700,3000,2400,1
1,"Adults","control","kitchen1.png","soup",3800,3100,2500,1
1,"Adults","control","kitchen1.png","soup",3900,3200,2600,1
1,"Adults","control","kitchen1.png","soup",4000,3300,2700,1
1,"Adults","control","kitchen1.png","soup",4100,3400,2800,1
1,"Adults","control","kitchen1.png","soup",4200,3500,2900,1
1,"Adults","control","kitchen1.png","soup",4300,3600,3000,1
1,"Adults","control","kitchen1.png","soup",4400,3700,3100,1
1,"Adults","control","kitchen1.png","soup",4500,3800,3200,1
1,"Adults","control","kitchen1.png","soup",4600,3900,3300,1
1,"Adults","control","kitchen1.png","soup",4700,4000,3400,1
1,"Adults","control","kitchen1.png","soup",4800,4100,3500,1
1,"Adults","control","kitchen1.png","soup",4900,4200,3600,1
1,"Adults","control","kitchen1.png","soup",5000,4300,3700,1
1,"Adults","control","sink1.png","dishes",-4100,-4700,-5300,0
1,"Adults","control","sink1.png","dishes",-4000,-4600,-5200,0
1,"Adults","control","sink1.png","dishes",-3900,-4500,-5100,0
1,"Adults","control","sink1.png","dishes",-3800,-4400,-5000,0
1,"Adults","control","sink1.png","dishes",-3700,-4300,-4900,0
1,"Adults","control","sink1.png","dishes",-3600,-4200,-4800,0
1,"Adults","control","sink1.png","dishes",-3500,-4100,-4700,0
1,"Adults","control","sink1.png","dishes",-3400,-4000,-4600,0
1,"Adults","control","sink1.png","dishes",-3300,-3900,-4500,0
1,"Adults","control","sink1.png","dishes",-3200,-3800,-4400,0
1,"Adults","control","sink1.png","dishes",-3100,-3700,-4300,0
1,"Adults","control","sink1.png","dishes",-3000,-3600,-4200,0
1,"Adults","control","sink1.png","dishes",-2900,-3500,-4100,0
1,"Adults","control","sink1.png","dishes",-2800,-3400,-4000,0
1,"Adults","control","sink1.png","dishes",-2700,-3300,-3900,0
1,"Adults","control","sink1.png","dishes",-2600,-3200,-3800,0
1,"Adults","control","sink1.png","dishes",-2500,-3100,-3700,0
1,"Adults","control","sink1.png","dishes",-2400,-3000,-3600,0
1,"Adults","control","sink1.png","dishes",-2300,-2900,-3500,0
1,"Adults","control","sink1.png","dishes",-2200,-2800,-3400,0
1,"Adults","control","sink1.png","dishes",-2100,-2700,-3300,0
1,"Adults","control","sink1.png","dishes",-2000,-2600,-3200,0
1,"Adults","control","sink1.png","dishes",-1900,-2500,-3100,0
1,"Adults","control","sink1.png","dishes",-1800,-2400,-3000,0.26
1,"Adults","control","sink1.png","dishes",-1700,-2300,-2900,0.36
1,"Adults","control","sink1.png","dishes",-1600,-2200,-2800,0
1,"Adults","control","sink1.png","dishes",-1500,-2100,-2700,0
1,"Adults","control","sink1.png","dishes",-1400,-2000,-2600,0
1,"Adults","control","sink1.png","dishes",-1300,-1900,-2500,0
1,"Adults","control","sink1.png","dishes",-1200,-1800,-2400,0
1,"Adults","control","sink1.png","dishes",-1100,-1700,-2300,0
1,"Adults","control","sink1.png","dishes",-1000,-1600,-2200,0
1,"Adults","control","sink1.png","dishes",-900,-1500,-2100,0
1,"Adults","control","sink1.png","dishes",-800,-1400,-2000,0
1,"Adults","control","sink1.png","dishes",-700,-1300,-1900,0
1,"Adults","control","sink1.png","dishes",-600,-1200,-1800,0
1,"Adults","control","sink1.png","dishes",-500,-1100,-1700,0.48
1,"Adults","control","sink1.png","dishes",-400,-1000,-1600,1
1,"Adults","control","sink1.png","dishes",-300,-900,-1500,0.38
1,"Adults","control","sink1.png","dishes",-200,-800,-1400,0
1,"Adults","control","sink1.png","dishes",-100,-700,-1300,0
1,"Adults","control","sink1.png","dishes",0,-600,-1200,0
1,"Adults","control","sink1.png","dishes",100,-500,-1100,0
1,"Adults","control","sink1.png","dishes",200,-400,-1000,0
1,"Adults","control","sink1.png","dishes",300,-300,-900,0
1,"Adults","control","sink1.png","dishes",400,-200,-800,0
1,"Adults","control","sink1.png","dishes",500,-100,-700,0
1,"Adults","control","sink1.png","dishes",600,0,-600,0
1,"Adults","control","sink1.png","dishes",700,100,-500,0
1,"Adults","control","sink1.png","dishes",800,200,-400,0
1,"Adults","control","sink1.png","dishes",900,300,-300,0
1,"Adults","control","sink1.png","dishes",1000,400,-200,0
1,"Adults","control","sink1.png","dishes",1100,500,-100,0
1,"Adults","control","sink1.png","dishes",1200,600,0,0
1,"Adults","control","sink1.png","dishes",1300,700,100,0
1,"Adults","control","sink1.png","dishes",1400,800,200,0.172413793103448
1,"Adults","control","sink1.png","dishes",1500,900,300,0
1,"Adults","control","sink1.png","dishes",1600,1000,400,0
1,"Adults","control","sink1.png","dishes",1700,1100,500,0
1,"Adults","control","sink1.png","dishes",1800,1200,600,0.96
1,"Adults","control","sink1.png","dishes",1900,1300,700,1
1,"Adults","control","sink1.png","dishes",2000,1400,800,1
1,"Adults","control","sink1.png","dishes",2100,1500,900,1
1,"Adults","control","sink1.png","dishes",2200,1600,1000,1
1,"Adults","control","sink1.png","dishes",2300,1700,1100,1
1,"Adults","control","sink1.png","dishes",2400,1800,1200,1
1,"Adults","control","sink1.png","dishes",2500,1900,1300,0.48
1,"Adults","control","sink1.png","dishes",2600,2000,1400,0
1,"Adults","control","sink1.png","dishes",2700,2100,1500,0
1,"Adults","control","sink1.png","dishes",2800,2200,1600,0
1,"Adults","control","sink1.png","dishes",2900,2300,1700,0
1,"Adults","control","sink1.png","dishes",3000,2400,1800,0
1,"Adults","control","sink1.png","dishes",3100,2500,1900,0
1,"Adults","control","sink1.png","dishes",3200,2600,2000,0
1,"Adults","control","sink1.png","dishes",3300,2700,2100,0
1,"Adults","control","sink1.png","dishes",3400,2800,2200,0
1,"Adults","control","sink1.png","dishes",3500,2900,2300,0
1,"Adults","control","sink1.png","dishes",3600,3000,2400,0
1,"Adults","control","sink1.png","dishes",3700,3100,2500,0
1,"Adults","control","sink1.png","dishes",3800,3200,2600,0
1,"Adults","control","sink1.png","dishes",3900,3300,2700,0
1,"Adults","control","sink1.png","dishes",4000,3400,2800,0
1,"Adults","control","sink1.png","dishes",4100,3500,2900,0
1,"Adults","control","sink1.png","dishes",4200,3600,3000,0
1,"Adults","control","sink1.png","dishes",4300,3700,3100,0
1,"Adults","control","sink1.png","dishes",4400,3800,3200,0
1,"Adults","control","sink1.png","dishes",4500,3900,3300,0
1,"Adults","control","sink1.png","dishes",4600,4000,3400,0
1,"Adults","control","sink1.png","dishes",4700,4100,3500,0
1,"Adults","control","sink1.png","dishes",4800,4200,3600,0
